Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Admin_Duration_Per_Page,Info_Duration_Per_Page,ProductRelated_Duration_Per_Page,Total_Pages_Visited,Total_Duration,ProductRelated_Page_Share,Visited_Informational,Visited_Administrative,Has_PageValue,Engagement_Score
1.6892057908538007,1.2627017620346936,0.38174962190344947,-0.4664457729766911,0.220867870467156,0.4754216729027146,-0.4619379383642914,-0.8310006931426214,2.3762407492994235,-0.3118371666802689,-0.14355909496222302,-0.21437117369779018,0.7805706759450288,-0.511528731531705,-0.5525826576928448,False,False,False,False,False,False,False,True,False,False,False,False,True,0.10371068936774137,-0.2255793250431375,-0.2835180614855019,0.342412863537477,0.5017854266511813,-0.5646525546365309,1.906325493342777,0.9276412521459615,1.8613337499655613,0.5493021384196433
-0.6994984116005257,-0.9844205480622782,-0.3978787630087615,-0.4664457729766911,-0.046899514079496045,0.3964483367111242,-0.4619379383642914,-0.7655239094326441,2.3074505195412938,-0.3118371666802689,-0.14355909496222302,-0.21437117369779018,1.617637351390088,-0.511528731531705,-0.5525826576928448,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.43640035042058994,-0.2255793250431375,-0.1773996669525457,-0.10573894568078128,0.33053392712309987,0.6727640147952653,-0.5245693893787685,-1.0780029431492482,1.8613337499655613,0.4605420378992971
-0.6994984116005257,-0.9844205480622782,-0.3978787630087615,-0.4664457729766911,-0.4262366421872531,0.009070407899257605,-0.4619379383642914,-0.28100490504358255,-0.49535119268845745,3.6891852977956128,-1.242940273951355,-0.7908294882076288,-0.8935626749450892,-0.511528731531705,-0.5525826576928448,False,False,False,False,False,False,True,False,False,False,False,False,True,-0.43640035042058994,-0.2255793250431375,-0.12728697080850737,-0.4685285055241332,-0.06178106505518006,0.6727640147952653,-0.5245693893787685,-1.0780029431492482,-0.5372491634122585,0.011675123745071398
-0.10232236098694408,0.5838488523534947,-0.3978787630087615,-0.4664457729766911,-0.6047482318850211,0.15271418867588463,-0.4619379383642914,-0.2725896728695553,-0.49535119268845745,-0.3118371666802689,-0.14355909496222302,-0.21437117369779018,1.617637351390088,-0.511528731531705,1.809684010307565,False,False,False,False,False,True,False,False,False,False,True,False,False,-0.011951596166498631,-0.2255793250431375,1.5605919749621306,-0.5965718795864927,0.11936041825941275,-1.3306723357133565,-0.5245693893787685,0.9276412521459615,-0.5372491634122585,0.15134720904664695
-0.6994984116005257,-0.9844205480622782,-0.3978787630087615,-0.4664457729766911,-0.3592947960505901,0.6886851963306356,-0.4619379383642914,-0.6252189712167531,-0.49535119268845745,-0.3118371666802689,2.0552032630160415,-0.21437117369779018,-0.4750293372225597,2.2207286725577737,-0.5525826576928448,False,False,False,False,False,False,True,False,False,False,False,False,True,-0.43640035042058994,-0.2255793250431375,1.3105931889997975,-0.4045068184929535,0.626495293965747,0.6727640147952653,-0.5245693893787685,-1.0780029431492482,-0.5372491634122585,0.7307052571622168
0.7934417149334283,0.8698213594985345,-0.3978787630087615,-0.4664457729766911,-0.11384136021615907,0.475009965932224,-0.25532558896296864,-0.5422887445601914,1.327758944999555,-0.3118371666802689,-0.14355909496222302,1.5150037698317256,-0.8935626749450892,2.2207286725577737,-0.5525826576928448,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.09811469328007921,-0.2255793250431375,0.012099235768130094,-0.0630578209933281,0.4477981471515612,-0.4228652393891373,-0.5245693893787685,0.9276412521459615,1.8613337499655613,0.5061171738015972
2.5849698667741734,2.1420998446330635,-0.3978787630087615,-0.4664457729766911,-0.3592947960505901,0.7628756367256393,-0.4619379383642914,-0.6181549025297466,1.446777977579206,-0.3118371666802689,-1.242940273951355,-0.7908294882076288,-0.4750293372225597,-0.2631416947962978,-0.5525826576928448,False,False,False,False,False,True,False,False,False,False,False,False,True,2.7288122294232164,-0.2255793250431375,1.6439101227373032,-0.16976063271196104,1.0294531340440234,-2.1839878183373993,-0.5245693893787685,0.9276412521459615,1.8613337499655613,0.8033303708410141
0.19626566431984674,0.8796489221857541,-0.3978787630087615,-0.4664457729766911,-0.5154924370361371,0.6008893503973772,-0.4619379383642914,-0.5476303039985801,-0.49535119268845745,-0.3118371666802689,-0.14355909496222302,-0.21437117369779018,-0.4750293372225597,-0.2631416947962978,-0.5525826576928448,False,False,False,False,False,False,False,True,False,False,True,False,False,0.14084995536497427,-0.2255793250431375,2.366784111991532,-0.48986906786785983,0.5679552886882634,-1.0802427918997788,-0.5245693893787685,0.9276412521459615,-0.5372491634122585,0.6316275984087221
1.6892057908538007,1.0604284072376777,-0.3978787630087615,-0.4664457729766911,-0.5601203344605792,-0.8225601399848078,0.32731931779363915,-0.3739819038004508,-0.49535119268845745,-0.3118371666802689,-0.14355909496222302,-0.21437117369779018,-0.8935626749450892,-0.7599157682671122,-0.5525826576928448,False,False,False,False,False,False,False,False,False,True,False,False,True,-0.10285437112434352,-0.2255793250431375,-0.5685214922250641,-0.42584738083668006,-0.426413828991249,-3.0669838394874955,-0.5245693893787685,0.9276412521459615,-0.5372491634122585,-0.794822495664071
0.19626566431984674,1.102472195627599,-0.3978787630087615,-0.4664457729766911,-0.49317848832391614,-0.2037433137287377,-0.4619379383642914,-0.7571061067942465,-0.49535119268845745,-0.3118371666802689,0.9558220840269092,-0.21437117369779018,-0.8935626749450892,-0.511528731531705,1.809684010307565,False,False,False,False,False,True,False,False,False,False,False,False,True,0.5469059302680543,-0.2255793250431375,-0.2269633267408975,-0.4685285055241332,-0.06796455367179102,-0.9453961144616982,-0.5245693893787685,0.9276412521459615,-0.5372491634122585,-0.1406217205006847
